0,07/05/19,Hazel
1,7203002240,SNACK PIE,1,4.99,NULL,4.99,2
1,3700076213,PAPER TOWELS,1,6.29,NULL,6.29,8
1,4200087350,BATH TISSUE,1,6.82,NULL,6.82,8
1,3760044595,BACON,1,6.99,NULL,6.99,9
2,*4174,GALA LB,1,1.39,1.79,1.39,11
2,*4720015428,BUTTER,1,2.99,3.49,2.99,5
2,*5170098305,FINISH,1,3.19,3.65,3.19,8
2,*5543762410,COFFEE FILTERS,1,3.29,3.79,3.29,8
2,*7756700154,POPSICLES,1,3.50,3.89,3.50,7
2,*67170400004,STRAWBERRIES,1,3.99,5.99,3.99,11
2,*5000030302,COFFEE CREAMER,1,4.49,5.99,4.49,5
6,*2100061144,CHEESE SLICES,1,2.50,2.99,2/5.00,5
6,*2500004748,MINUTE MAID,1,1.25,1.65,4/5.00,1
6,*7056929040,COOKIES,1,2.50,2.99,2/5.00,12
6,*76163520360,BLUEBERRIES,1,2.50,4.99,2/5.00,11
6,*2840004389,POTATO CHIPS,1,3.00,4.29,2/6.00,12
6,*2840064549,POTATO CHIPS,1,3.00,4.29,2/6.00,12
6,*7341095597,BROWNBERRY,1,3.00,3.19,2/6.00,2
6,*7790011553,SAUSAGE ROLL,1,3.00,4.69,2/6.00,9
6,*76163520160,RASPBERRIES,1,3.00,3.99,2/6.00,11
6,*81363501028,BLACKBERRIES,1,3.00,3.99,2/6.00,11
6,*2700037831,DICED TOMATOES,1,1.00,1.09,10/10.00,3
6,*2700038040,DICED TOMATOES,1,1.00,1.09,10/10.00,3
6,*3024359146,GNG SESAME,1,1.00,1.19,10/10.00,6
1,*3700008886,LIQUID LAUNDRY,1,11.99,NULL,11.99,8
7,29.57,6.51,186.28
0,08/23/19,Andrew
1,3500076452,TOOTHPASTE,1,2.59,NULL,2.59,10
